"","ko","module","ko_description","module_description"
"3218","K12628","M00889","pur10; puromycin biosynthesis protein Pur10 [EC:1.-.-.-]","Puromycin biosynthesis, ATP => puromycin"
"3219","K12629","M00889","pur7; puromycin biosynthesis protein Pur7 [EC:3.-.-.-]","Puromycin biosynthesis, ATP => puromycin"
"3220","K12630","M00889","pur4; puromycin biosynthesis protein Pur4 [EC:2.-.-.-]","Puromycin biosynthesis, ATP => puromycin"
"3221","K12631","M00889","pur6; puromycin biosynthesis protein Pur6","Puromycin biosynthesis, ATP => puromycin"
"3222","K12632","M00889","pac; puromycin N-acetyltransferase [EC:2.3.-.-]","Puromycin biosynthesis, ATP => puromycin"
"3223","K12633","M00889","pur5; N-methyl-transferase [EC:2.1.1.-]","Puromycin biosynthesis, ATP => puromycin"
"3224","K12634","M00889","pur3; puromycin biosynthesis protein Pur3","Puromycin biosynthesis, ATP => puromycin"
"3225","K12635","M00889","dmpM; O-demethylpuromycin O-methyltransferase [EC:2.1.1.38]","Puromycin biosynthesis, ATP => puromycin"
"3226","K12636","M00889","napH; N-acetylpuromycin N-acetylhydrolase","Puromycin biosynthesis, ATP => puromycin"
"3227","K22598","M00890","rosB; 8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114]","Roseoflavin biosynthesis, FMN => roseoflavin"
"3228","K22269","M00890","rosA; 8-amino-8-demethylriboflavin N,N-dimethyltransferase [EC:2.1.1.343]","Roseoflavin biosynthesis, FMN => roseoflavin"
"3229","K23646","M00891","DTPA; ditryptophenaline biosynthesis nonribosomal peptide synthase [EC:6.3.2.-]","Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"
"3230","K23647","M00891","DTPB; ditryptophenaline biosynthesis N-methyltransferase [EC:2.1.1.-]","Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"
"3231","K21477","M00891","DTPC; ditryptophenaline biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-]","Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"
"3232","K00844","M00892","HK; hexokinase [EC:2.7.1.1]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3233","K12407","M00892","GCK; glucokinase [EC:2.7.1.2]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3234","K00845","M00892","glk; glucokinase [EC:2.7.1.2]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3235","K01810","M00892","GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3236","K00820","M00892","glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3237","K00621","M00892","GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3238","K01836","M00892","PGM3; phosphoacetylglucosamine mutase [EC:5.4.2.3]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3239","K00972","M00892","UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"
"3240","K20981","M00893","LOVB; lovastatin nonaketide synthase [EC:2.3.1.161]","Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"3241","K20982","M00893","LOVC; lovastatin enoyl reductase [EC:2.3.1.161]","Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"3242","K20985","M00893","LOVG; dihydromonacolin L-[lovastatin nonaketide synthase] thioesterase [EC:3.1.2.31]","Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"3243","K20980","M00893","LOVA, CYP68R1; dihydromonacolin L/monacolin L hydroxylase [EC:1.14.14.124 1.14.14.125]","Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"3244","K20984","M00893","LOVF; 2-methylbutanoate polyketide synthase [EC:2.3.1.244]","Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"3245","K20983","M00893","LOVD; monacolin J acid methylbutanoate transferase [EC:2.3.1.238]","Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"
"3246","K20503","M00894","OLS; 3,5,7-trioxododecanoyl-CoA synthase [EC:2.3.1.206]","Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"
"3247","K20508","M00894","OAC; olivetolic acid cyclase [EC:4.4.1.26]","Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"
"3248","K27602","M00894","PT4; geranyl-pyrophosphate---olivetolic acid geranyltransferase [EC:2.5.1.102]","Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"
"3249","K20502","M00894","CBDAS; cannabidiolic acid synthase [EC:1.21.3.8]","Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"
"3250","K20501","M00894","THCAS; tetrahydrocannabinolic acid synthase [EC:1.21.3.7]","Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"
"3251","K03148","M00895","thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3252","K03154","M00895","thiS; sulfur carrier protein","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3253","K03151","M00895","thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3254","K03153","M00895","thiO; glycine oxidase [EC:1.4.3.19]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3255","K03149","M00895","thiG; thiazole synthase [EC:2.8.1.10]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3256","K10810","M00895","tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3257","K03147","M00895","thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3258","K00941","M00895","thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3259","K00788","M00895","thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3260","K00946","M00895","thiL; thiamine-monophosphate kinase [EC:2.7.4.16]","Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"
"3261","K22699","M00896","thi4; sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3262","K03147","M00896","thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3263","K00941","M00896","thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3264","K00788","M00896","thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3265","K21220","M00896","thiN; thiamine-phosphate diphosphorylase [EC:2.5.1.3]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3266","K21219","M00896","thiDN; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3267","K00946","M00896","thiL; thiamine-monophosphate kinase [EC:2.7.4.16]","Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"
"3268","K03146","M00897","THI4, THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]","Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"3269","K03147","M00897","thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]","Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"3270","K14153","M00897","thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]","Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"3271","K22911","M00897","TH2; thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.1.3.100 3.5.99.-]","Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"3272","K00949","M00897","thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]","Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"
"3273","K03146","M00898","THI4, THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]","Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"3274","K18278","M00898","THI5; pyrimidine precursor biosynthesis enzyme","Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"3275","K00877","M00898","THI20; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]","Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"3276","K14154","M00898","THI6; thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]","Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"3277","K00949","M00898","thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]","Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"
"3278","K00878","M00899","thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]","Thiamine salvage pathway, HMP/HET => TMP"
"3279","K00941","M00899","thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]","Thiamine salvage pathway, HMP/HET => TMP"
"3280","K00788","M00899","thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]","Thiamine salvage pathway, HMP/HET => TMP"
"3281","K14153","M00899","thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]","Thiamine salvage pathway, HMP/HET => TMP"
"3282","K21219","M00899","thiDN; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]","Thiamine salvage pathway, HMP/HET => TMP"
"3283","K21371","M00900","UGT75L6, UGTCs2; crocetin glucosyltransferase [EC:2.4.1.271]","Crocin biosynthesis, crocetin => crocin"
"3284","K21354","M00900","UGT94E5; beta-D-glucosyl crocetin beta-1,6-glucosyltransferase [EC:2.4.1.330]","Crocin biosynthesis, crocetin => crocin"
"3285","K23665","M00901","FMQA; fumiquinazoline F synthetase [EC:6.3.2.-]","Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"
"3286","K23666","M00901","FMQB; fumiquinazoline F monooxygenase [EC:1.14.14.-]","Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"
"3287","K23667","M00901","FMQC; fumiquinazoline A synthase [EC:6.3.2.-]","Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"
"3288","K23668","M00901","FMQD; fumiquinazoline A oxidase [EC:1.5.3.-]","Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"
"3289","K21568","M00902","PLR; pinoresinol/lariciresinol reductase [EC:1.23.1.1 1.23.1.2 1.23.1.3 1.23.1.4]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3290","K19650","M00902","SDH; secoisolariciresinol dehydrogenase [EC:1.1.1.331]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3291","K21207","M00902","CYP719A23_24; (-)-pluviatolide synthase [EC:1.14.19.72]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3292","K21203","M00902","OMT3; (-)-pluviatolide 4-O-methyltransferase [EC:2.1.1.323]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3293","K21205","M00902","CYP71CU1; bursehernin 5'-monooxygenase [EC:1.14.14.131]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3294","K21204","M00902","OMT1; 5'-demethylyatein 5'-O-methyltransferase [EC:2.1.1.330]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3295","K21202","M00902","2-ODD; (-)-deoxypodophyllotoxin synthase [EC:1.14.20.8]","Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"
"3296","K23999","M00903","fom1; phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]","Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"3297","K09459","M00903","E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]","Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"3298","K12901","M00903","fomC; phosphonoacetaldehyde reductase","Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"3299","K12902","M00903","fom3; phosphonoacetaldehyde methylase [EC:2.1.1.308]","Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"3300","K24000","M00903","fomD; HPP-CMP hydrolase [EC:3.6.1.-]","Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"3301","K12903","M00903","fom4; (S)-2-hydroxypropylphosphonic acid epoxidase [EC:1.11.1.23]","Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"
"3302","K22113","M00904","ddaG; fumarate---(S)-2,3-diaminopropanoate ligase [EC:6.3.2.46]","Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"
"3303","K01957","M00904","ddaH; N-3-fumaroyl-(S)-2,3-diaminopropanoate amidotransferase [EC:6.3.5.-]","Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"
"3304","K22114","M00904","ddaF; dapdiamide synthase [EC:6.3.2.47]","Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"
"3305","K18287","M00905","griI; 2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase [EC:4.1.2.56]","Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"
"3306","K17835","M00905","griH; 3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]","Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"
"3307","K20204","M00905","griF; grixazone synthase / o-aminophenol oxidase [EC:1.10.3.15 1.10.3.4]","Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"
"3308","K23669","M00906","besD; L-lysine 4-chlorinase [EC:1.14.20.-]","Ethynylserine biosynthesis, lysine => ethynylserine"
"3309","K23670","M00906","besC; 4-chloro-allylglycine synthase [EC:1.14.99.-]","Ethynylserine biosynthesis, lysine => ethynylserine"
"3310","K23671","M00906","besB; L-2-amino-4-chloropent-4-enoate dechlorinase/desaturase [EC:4.5.1.-]","Ethynylserine biosynthesis, lysine => ethynylserine"
"3311","K23672","M00906","besA; L-propargylglycine--L-glutamate ligase [EC:6.3.2.-]","Ethynylserine biosynthesis, lysine => ethynylserine"
"3312","K23673","M00906","besE; L-gamma-glutamyl-L-propargylglycine hydroxylase [EC:1.14.11.-]","Ethynylserine biosynthesis, lysine => ethynylserine"
"3313","K00845","M00909","glk; glucokinase [EC:2.7.1.2]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3314","K25026","M00909","glk; glucokinase [EC:2.7.1.2]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3315","K01810","M00909","GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3316","K13810","M00909","tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3317","K15916","M00909","pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3318","K00820","M00909","glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3319","K03431","M00909","glmM; phosphoglucosamine mutase [EC:5.4.2.10]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3320","K04042","M00909","glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"
"3321","K01850","M00910","E5.4.99.5; chorismate mutase [EC:5.4.99.5]","Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"
"3322","K15849","M00910","PAT, AAT; bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.1 2.6.1.78 2.6.1.79]","Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"
"3323","K05359","M00910","ADT, PDT; arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]","Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"
"3324","K01497","M00911","ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3325","K14654","M00911","RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3326","K14655","M00911","RIB2, PUS8; tRNA pseudouridine32 synthase / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.28]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3327","K02858","M00911","ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3328","K00794","M00911","ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3329","K00793","M00911","ribE, RIB5; riboflavin synthase [EC:2.5.1.9]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3330","K00861","M00911","RFK, FMN1; riboflavin kinase [EC:2.7.1.26]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3331","K00953","M00911","FLAD1; FAD synthetase [EC:2.7.7.2]","Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"
"3332","K00453","M00912","TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3333","K00463","M00912","IDO, INDO; indoleamine 2,3-dioxygenase [EC:1.13.11.52]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3334","K01432","M00912","AFMID; arylformamidase [EC:3.5.1.9]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3335","K14263","M00912","BNA7; kynurenine formamidase [EC:3.5.1.9]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3336","K07130","M00912","kynB; arylformamidase [EC:3.5.1.9]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3337","K00486","M00912","KMO; kynurenine 3-monooxygenase [EC:1.14.13.9]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3338","K01556","M00912","KYNU, kynU; kynureninase [EC:3.7.1.3]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3339","K00452","M00912","HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3340","K00767","M00912","nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3341","K00969","M00912","nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3342","K06210","M00912","NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3343","K01916","M00912","nadE; NAD+ synthase [EC:6.3.1.5]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3344","K01950","M00912","E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]","NAD biosynthesis, tryptophan => quinolinate => NAD"
"3345","K00606","M00913","panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"
"3346","K00077","M00913","panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"
"3347","K13367","M00913","FMS1; polyamine oxidase [EC:1.5.3.17]","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"
"3348","K00128","M00913","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"
"3349","K01918","M00913","panC; pantoate--beta-alanine ligase [EC:6.3.2.1]","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"
"3350","K00606","M00914","panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3351","K00077","M00914","panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3352","K06982","M00914","pok; pantoate kinase [EC:2.7.1.169]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3353","K09722","M00914","K09722, pps; 4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3354","K13038","M00914","coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3355","K02201","M00914","E2.7.7.3B; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3356","K09735","M00914","dpck; GTP-dependent dephospho-CoA kinase [EC:2.7.1.237]","Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
"3357","K21722","M00915","ndmA; methylxanthine N1-demethylase [EC:1.14.13.178]","Caffeine degradation, caffeine => xanthine"
"3358","K21723","M00915","ndmB; methylxanthine N3-demethylase [EC:1.14.13.179]","Caffeine degradation, caffeine => xanthine"
"3359","K21724","M00915","ndmC; 7-methylxanthine demethylase [EC:1.14.13.128]","Caffeine degradation, caffeine => xanthine"
"3360","K06215","M00916","pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]","Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"
"3361","K08681","M00916","pdxT, pdx2; pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]","Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"
"3362","K01853","M00917","CAS1; cycloartenol synthase [EC:5.4.99.8]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3363","K00559","M00917","SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3364","K14423","M00917","SMO1; plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase [EC:1.14.18.10]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3365","K23558","M00917","3BETAHSDD; plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3366","K08246","M00917","CPI1; cycloeucalenol cycloisomerase [EC:5.5.1.9]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3367","K05917","M00917","CYP51; sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3368","K00222","M00917","TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3369","K01824","M00917","EBP; cholestenol Delta-isomerase [EC:5.3.3.5]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3370","K08242","M00917","E2.1.1.143; 24-methylenesterol C-methyltransferase [EC:2.1.1.143]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3371","K14424","M00917","SMO2; plant 4alpha-monomethylsterol monooxygenase [EC:1.14.18.11]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3372","K00227","M00917","SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3373","K00213","M00917","DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3374","K09828","M00917","DHCR24, DWF1; Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]","Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"
"3375","K03897","M00918","iucD; lysine N6-hydroxylase [EC:1.14.13.59]","Aerobactin biosynthesis, lysine => aerobactin"
"3376","K03896","M00918","iucB; acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]","Aerobactin biosynthesis, lysine => aerobactin"
"3377","K03894","M00918","iucA; N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38]","Aerobactin biosynthesis, lysine => aerobactin"
"3378","K03895","M00918","iucC; aerobactin synthase [EC:6.3.2.39]","Aerobactin biosynthesis, lysine => aerobactin"
